Eschborn;;;;;;8001870
Eschborn Süd;;;;;;8001871
Eschede;;;;;;8001872
Eschelbronn;;;;;;8007443
Eschenau(b Heilbronn);Obersulm-Eschenau;;;;;8001874
Eschenau(Mittelfr);;;;;;8001875
Eschenbach(b Markt Erlbach);Markt Erlbach-Eschen;;;;;8001877
Eschenlohe;;;;;;8001880
Escherndorf;;;;;;8070857
Eschhofen;Limburg-Eschhofen;;;;;8001883
Eschwege;ESW;;;;;8001884
Eschwege-Niederhone;;;;;;8001895
ESCHWEILER;;;;;;8096020
Eschweiler Hbf;;;;;;8001886
Eschweiler Talbahnhof;;;;;;8001888
Eschweiler-Nothberg;;;;;;8001889
Eschweiler-St.Jöris;;;;;;8001917
Eschweiler-Weisweiler;;;;;;8001893
Eschweiler-West;;;;;;8001887
Esens(Ostfriesl);;;;;;8001890
Espelkamp;;;;;;8001894
Espenau-Mönchehof;;;;;;8004060
Essen Hbf;E;;;;;8000098
Essen Stadtwald;;;;;;8001896
Essen Süd;;;;;;8001897
Essen West;;;;;;8001898
Essen-Altenessen;;;;;;8001900
Essen-Bergeborbeck;;;;;;8001901
Essen-Borbeck;;;;;;8001902
Essen-Borbeck Süd;;;;;;8005031
Essen-Dellwig;;;;;;8001903
Essen-Dellwig Ost;;;;;;8001904
Essen-Eiberg;;;;;;8001905
Essen-Frohnhausen;;;;;;8001906
Essen-Gerschede;;;;;;8001907
Essen-Holthausen;;;;;;8006514
Essen-Horst;;;;;;8006194
Essen-Hügel;;;;;;8001908
Essen-Kray Nord;;;;;;8001910
Essen-Kray Süd;;;;;;8001911
Essen-Kupferdreh;;;;;;8001912
Essen-Steele;;;;;;8000099
Essen-Steele Ost;;;;;;8001913
Essen-Überruhr;;;;;;8001914
Essen-Werden;;;;;;8001915
Essen-Zollverein Nord;;;;;;8001909
Essen(Oldb);;;;;;8001899
Eßleben;Werneck-Eßleben;;;;;8001919
Esslingen-Mettingen;;;;;;8001921
Esslingen-Zell;;;;;;8006642
Esslingen(Neckar);ES;;;;;8001920
Esting;Olching-Esting;;;;;8001996
Etelsen;Langwedel-Etelsen;;;;;8001924
Ettenhausen;;;;;;8011519
Etterzhausen;;;;;;8001925
Ettlingen Stadt;;;;;;8007007
Ettlingen West;;;;;;8001926
Etzbach;Wissen-Etzbach;;;;;8001928
Etzelwang;;;;;;8001929
Etzenbach;Staufen-Etzenbach;;;;;8007334
Etzenricht;;;;;;8001932
Etzenrot;Waldbronn-Etzenrot;;;;;8007008
Etzleben;;;;;;8011520
Eubigheim;Ahorn(Baden);Ahorn-Eubigheim;;;;8001933
Euerdorf;;;;;;8001935
Euskirchen;EU-;;;;;8000100
Euskirchen Zuckerfabrik;;;;;;8006673
Euskirchen-Kreuzweingarten;;;;;;8003440
Euskirchen-Kuchenheim;;;;;;8003462
Euskirchen-Stotzheim;;;;;;8005748
Eutin;EUT;;;;;8001941
Eutingen im Gäu;;;;;;8000101
Eutingen(Baden);Pforzheim Eutingen;;;;;8001942
Eutzsch;;;;;;8011522
Eyach;Starzach-Eyach;;;;;8001946
Eystrup;;;;;;8001949
Fachingen(Lahn);;;;;;8001950
Fährbrücke;;;;;;8011524
Fahrenkrug;;;;;;8001953
Fahrnau;Schopfheim-Fahrnau;;;;;8001954
Falkenau(Sachs)Hp;;;;;;8011528
Falkenau(Sachs)Süd;;;;;;8011529
Falkenberg(Elster);;;;;;8010103
Falkenberg(Mark);;;;;;8011531
Falkenhagen Gewerbepark Prignitz;;;;;;8017346
Falkensee;;;;;;8013479
Falkenstein(Vogtl);;;;;;8010106
Fallersleben;Wolfsburg-Fallersle.;;;;;8001957
Fangschleuse;;;;;;8011533
Farchant;;;;;;8001961
Fasanenpark;;;;;;8001963
Faulbach(Main);;;;;;8001964
Faurndau;Göppingen-Faurndau;;;;;8001965
Favoritepark;Ludwigsburg Favorite;;;;;8001967
Fehmarn-Burg;Burg(Fehmarn);;;;;8001274
Feilitzsch;;;;;;8001969
Feldafing;;;;;;8001970
Feldberg-Bärental;;;;;;8001971
Felde;;;;;;8001977
Feldhausen;;;;;;8001972
Feldkirchen(b München);;;;;;8001973
Fellbach;;;;;;8001974
Felsberg-Altenbrunslar;Altenbrunslar;;;;;8000520
Felsberg-Gensungen;Gensungen-Felsberg;;;;;8002236
Felsberg-Wolfershausen;Wolfershausen;;;;;8006546
Ferch-Lienewitz;;;;;;8013480
Ferdinandshof;;;;;;8011536
Fermerswalde;;;;;;8011537
Ferndorf(Siegen);Kreuztal-Ferndorf;;;;;8001976
Feucht;;;;;;8001978
Feucht Ost;;;;;;8001988
Feucht-Moosbach;;;;;;8002520
Feuchtwangen Bf;;;;;;8070601
Feudingen;Bad Laasphe-Feudingen;;;;;8001980
Fichtenberg;;;;;;8001982
Filderstadt;;;;;;8001984
Filsen;;;;;;8001983
Finkenheerd;;;;;;8011540
Finkenkrug;Falkensee-Finkenkrug;;;;;8011541
Finnentrop;;;;;;8000102
Finningerstraße;Neu-Ulm Finningerstr;;;;;8001985
Finsterwalde(Niederlausitz);FI;;;;;8011542
Fischach(Schwab) Bf;;;;;;8001986
Fischbach-Camphausen;;;;;;8001990
Fischbach-Weierbach;Idar-Oberst-Fischbac;;;;;8001991
Fischbach(Nürnberg);Nürnberg-Fischbach;;;;;8001989
Fischbachau;;;;;;8001992
Fischen;;;;;;8001995
Fischhaus;;;;;;8070806
Fischhausen-Neuhaus;;;;;;8001998
Fladungen;;;;;;8002001
Flechtingen;;;;;;8011544
Fleetmark;;;;;;8011545
Flehingen;Oberderdingen-Flehi.;;;;;8002005
Flensburg;FL;Flensborg;;;;8000103
Flensburg(Gr);;;;;;8002007
Flieden;;;;;;8002010
Flintbek;;;;;;8002011
Flintsbach;;;;;;8002012
Flöha;FLÖ;;;;;8010108
Flöha-Plaue;;;;;;8010128
Flomersheim;Frankenthal-Flomersh;;;;;8002014
Flörsheim(Main);;;;;;8002013
Floßmühle;;;;;;8011548
Fohrde;Havelsee-Fohrde;;;;;8011550
Föhren;;;;;;8002018
Forbach(fr);FOFR;;;;;8002021
Forbach(Schwarzw);;;;;;8002022
Förbau;Schwarzenbach-Förb.;;;;;8002019
Forchheim(b Karlsruhe);Rheinstetten-F.Silb.;;;;;8002023
Forchheim(Oberfr);FO;;;;;8002024
Förderstedt;;;;;;8011549
Fornsbach;Murrhardt-Fornsbach;;;;;8002026
Forst(Gr);;;;;;8089122
Forst(Lausitz);FOR;;;;;8010111
Forsthaus;Krefeld-Forsthaus;;;;;8002027
Forsting;;;;;;8002028
Forth;;;;;;8002029
Förtha(Eisenach);;;;;;8010110
Förtschendorf;Pressig-Förtschend.;;;;;8002020
Frahelsbruck;Lam-Frahelsbruck;;;;;8007344
Frankenberg-Goßberg;Frankenberg(Eder)-Goßberg;;;;;8002033
Frankenberg-Viermünden;Frankenberg(Eder)-Viermünden;;;;;8006082
Frankenberg(Eder);FKB;;;;;8000104
Frankenberg(Sachs);;;;;;8011553
Frankenberg(Sachs) Süd;;;;;;8011554
Frankenstein(Pfalz);;;;;;8002036
Frankenstein(Sachs);;;;;;8011556
Frankenthal Hbf;FT;;;;;8000332
Frankenthal Süd;;;;;;8002025
Frankfurt am Main - Stadion;Frankfurt(M)Sportf.;;;;;8002040
Frankfurt Hbf (tief);Francfort Hbf Souter;;;;;8098105
Frankfurt-Berkersheim;;;;;;8002043
Frankfurt-Eschersheim;;;;;;8002045
Frankfurt-Frankfurter Berg;;;;;;8002044
Frankfurt-Griesheim;;;;;;8002046
Frankfurt-Höchst;;;;;;8000106
Frankfurt-Höchst Farbwerke;;;;;;8002051
Frankfurt-Louisa;;;;;;8002047
Frankfurt-Mainkur;;;;;;8002048
Frankfurt-Nied;;;;;;8002049
Frankfurt-Niederrad;;;;;;8002050
Frankfurt-Rödelheim;;;;;;8002052
Frankfurt-Sindlingen;;;;;;8002053
Frankfurt-Sossenheim;;;;;;8002054
Frankfurt-Unterliederbach;;;;;;8007158
Frankfurt-Zeilsheim;;;;;;8002055
Frankfurt(M) Flughafen Fernbf;Frankfurt(M)Flugh. F;;;;;8070003
Frankfurt(M) Flughafen Regionalbf;Frankfurt(M)Flugh. R;;;;;8070004
Frankfurt(M) Flughafen Terminal 2;;;;;;8089361
Frankfurt(M)Flughafen;Francfort Aeroport;Frankfurt Flughafen-;FFMF;Flughafen Frankfurt;Frankfurt(Main)Flugh;8000281
Frankfurt(M)Galluswarte;Galluswarte(Frankfurt/M.);;;;;8006690
Frankfurt(M)Hauptwache;;;;;;8006692
Frankfurt(M)Hbf Stuttgarter Str.;;;;;;8089211
Frankfurt(M)Konstablerwache;;;;;;8004429
Frankfurt(M)Lokalbahnhof;;;;;;8002038
Frankfurt(M)Mühlberg;;;;;;8002034
Frankfurt(M)Ostendstraße;;;;;;8002058
Frankfurt(M)Stresemannallee;;;;;;8002059
Frankfurt(M)Taunusanlage;;;;;;8006691
FRANKFURT(MAIN);F;FRANCOFORTE SUL MENO;;;;8096021
Frankfurt(Main)Hbf;Francfort (Main);;;;;8000105
Frankfurt(Main)Messe;;;;;;8079632
Frankfurt(Main)Ost;;;;;;8002039
Frankfurt(Main)Süd;FFMS;;;;;8002041
Frankfurt(Main)West;;;;;;8002042
Frankfurt(Oder);FF;;;;;8010113
Frankfurt(Oder) Kleist Forum;;;;;;8080985
Frankfurt(Oder)-Neuberesinchen;;;;;;8011557
Frankfurt(Oder)-Rosengarten;;;;;;8011559
Frankfurt(Oder)(Gr);;;;;;8089124
Frankleben;;;;;;8011560
Frauenalb-Schielberg;Marxzell-Frauenalb-S;;;;;8007010
Frauenau;;;;;;8002057
Frauenhain;;;;;;8011563
Frechen-Königsdorf;Groß Königsdorf;;;;;8002389
Freckleben;;;;;;8011564
Freden(Leine);;;;;;8002063
Fredersdorf(b Berlin);;;;;;8080440
Freiberg(Neckar);;;;;;8002065
Freiberg(Sachs);FG;;;;;8010115
Freiburg Klinikum;;;;;;8002077
Freiburg Messe/Universität;;;;;;8000453
Freiburg West;;;;;;8002066
Freiburg-Herdern;;;;;;8002067
Freiburg-Littenweiler;;;;;;8002068
Freiburg-St Georgen;;;;;;8002069
Freiburg-Wiehre;;;;;;8002070
Freiburg-Zähringen;;;;;;8002071
Freiburg(Breisgau) Hbf;FR;Fribourg (Brisgau);Friburgo (Brisgovia);;;8000107
Freienohl;Meschede-Freienohl;;;;;8002073
Freienorla;;;;;;8011567
Freihalden;;;;;;8002074
Freihöls;Fensterbach-Freihöls;;;;;8002075
Freihung;;;;;;8002076
Freilassing;;;;;;8000108
Freilassing-Hofham;;;;;;8002085
Freimersheim(Rheinh);;;;;;8000340
Freinsheim;;;;;;8000374
Freising;FS;;;;;8002078
Freital-Coßmannsdorf;;;;;;8011568
Freital-Deuben;;;;;;8011569
Freital-Hainsberg;FTL;;;;;8010116
Freital-Hainsberg West;;;;;;8011570
Freital-Potschappel;;;;;;8013445
Frellstedt;;;;;;8002080
Frelsdorf;;;;;;8007804
Fremdingen Bf;;;;;;8070392
Fremersdorf;Rehlingen-S.-Fremers;;;;;8002083
Frenz;;;;;;8011571
Fresenburg;Bad Oldesloe-Fresenb;;;;;8002086
Fretzdorf;;;;;;8011572
Freudenberg-Kirschfurt;;;;;;8002089
Freudenstadt Hbf;FDS;;;;;8000110
Freudenstadt Industriegebiet;;;;;;8002087
Freudenstadt Schulzentrum;;;;;;8002090
Freudenstadt Stadt;;;;;;8002091
Freusburg Siedlung;;;;;;8002092
Freyburg(Unstrut);;;;;;8011573
Freyung Bf;;;;;;8002094
Frickenhausen;;;;;;8007446
Frickenhausen Kelterstraße;;;;;;8090022
Frickhofen;Dornburg-Frickhofen;;;;;8002095
Fridingen(b Tuttlingen);;;;;;8002096
Fridolfing;;;;;;8002097
Friedberg Süd;;;;;;8002105
Friedberg(Augsburg);;;;;;8002099
Friedberg(Hess);FB;;;;;8000111
Friedelhausen;Lollar-Friedelhausen;Staufenb.-Friedelh.;;;;8002100
Friedensdorf(Lahn);;;;;;8002101
Friedersdorf(Königs Wusterhausen);;;;;;8011574
Friedewald(Kr Dresden) Bad;;;;;;8011575
Friedewald(Kr Dresden)Hp;;;;;;8011576
Friedland(Han);;;;;;8002102
Friedrich Wilhelmshütte;Troisdorf-Friedr. W.;;;;;8002104
Friedrichroda;;;;;;8011578
Friedrichsdorf(Taunus);;;;;;8002108
Friedrichsfeld(Niederrhein);;;;;;8002109
Friedrichsgabe;Norderstedt-Friedri.;;;;;8079024
Friedrichshafen Fähre;;;;;;8070112
Friedrichshafen Flughafen;Flughafen Friedrichshafen FDH;FDH Friedrichshafen Airport;;;;8002120
Friedrichshafen Hafen;;;;;;8002110
Friedrichshafen Landratsamt;;;;;;8002122
Friedrichshafen Ost;;;;;;8002030
Friedrichshafen Stadt;FN;;;;;8000112
Friedrichshafen-Fischbach;;;;;;8002111
Friedrichshafen-Kluftern;;;;;;8003345
Friedrichshafen-Manzell;Manzell(Friedrichsh);;;;;8003850
Friedrichshöhe;;;;;;8017009
Friedrichsruh;;;;;;8002113
Friedrichsruhe(Meck);;;;;;8011582
Friedrichssegen;Lahnstein-Friedrich.;;;;;8002114
Friedrichstadt;;;;;;8002115
Friedrichstal b Freudenstadt;Freudenstadt-Friedr.;;;;;8002126
Friedrichstal(Baden);Stutensee-Friedr.;;;;;8002116
Friedrichsthal(b Bayreuth);Bayreuth-Friedrichst;;;;;8002118
Friedrichsthal(Saar);;;;;;8002117
Friedrichsthal(Saar) Mitte;;;;;;8002132
Friesack(Mark);;;;;;8011585
Friesdorf;;;;;;8011586
Friesdorf Ost;;;;;;8011587
Friesenheim(Baden);;;;;;8002123
Frimmersdorf;Grevenbroich-Frimmer;;;;;8002127
Fritzlar;FZ;;;;;8002129
Frohburg;;;;;;8011588
Frömern;;;;;;8002130
Frommern;Balingen-Frommern;;;;;8002133
Fröndenberg;;;;;;8000113
Fronhausen(Lahn);;;;;;8002134
Frose;;;;;;8010119
Fröttstädt;;;;;;8010118
Fulda;FD;;;;;8000115
Fuldatal-Ihringshausen;Ihringshausen;;;;;8003053
Fürfurt;;;;;;8002137
Furschenbach;Ottenhöfen-Fursche.;;;;;8007005
Fürstenberg(Havel);;;;;;8010399
Fürsteneck;;;;;;8070809
Fürstenfeldbruck;FFB;;;;;8002141
Fürstenwald;Calden-Fürstenwald;;;;;8002145
Fürstenwalde Süd;;;;;;8011591
Fürstenwalde(Spree);FW;;;;;8010120
Fürstenzell;;;;;;8002146
Furth i Wald;Furth im Wald;;;;;8002159
Furth i Wald(Gr);;;;;;8000003
Fürth Westvorstadt;;;;;;8002149
Fürth-Burgfarrnbach;;;;;;8002152
Fürth-Dambach;;;;;;8002153
Fürth-Unterfarrnbach;Fürth Klinikum;;;;;8002154
Fürth-Unterfürberg;;;;;;8002155
Furth(b Deisenhofen);Oberhaching-Furth;;;;;8002161
Fürth(Bay)Hbf;FÜ;;;;;8000114
Fürth(Odenw);;;;;;8002150
Füssen;FÜS;;;;;8002156
Fützen;;;;;;8070394
Gablingen;;;;;;8002162
Gadebusch;GDB;;;;;8011592
Gaggenau Bf;;;;;;8002167
Gaggenau Mercedes-Benz Werk;;;;;;8006733
Gaienhofen;;;;;;8079012
Gaildorf West;;;;;;8002168
Gaimersheim;;;;;;8002171
Gaißach;;;;;;8002173
Galgenschanze;Kaiserslautern Galgenschanze;;;;;8002175
Gallin;;;;;;8011593
Gamburg(Tauber);Werbach-Gamburg;;;;;8002177
Gammertingen;;;;;;8007229
Gammertingen Europastraße;;;;;;8070382
Ganderkesee;;;;;;8002179
Gangloffsömmern;;;;;;8011594
Garbeck;Balve-Garbeck;;;;;8002180
Garbenteich;Pohlheim-Garbenteich;;;;;8002182
Garching(Alz);;;;;;8002184
Gardelegen;GA;;;;;8011596
Garding;;;;;;8002185
Garftitz;;;;;;8011597
Garmisch-Partenkirchen;GAP-;;;;;8002187
Garmisch-Partenkirchen Hausberg;;;;;;8002188
Gars(Inn);;;;;;8002189
Gärtringen;;;;;;8002165
Gatersleben;;;;;;8011599
Gau Algesheim;;;;;;8000375
Gau Bickelheim;;;;;;8002191
Gaubüttelbrunn;;;;;;8002195
Gäufelden;Nebringen(Gäufelden);;;;;8002166
Gausbach;;;;;;8002197
Gauselfingen;;;;;;8007227
Gauting;;;;;;8002198
Gebra(Hainleite);;;;;;8011602
Geeste;;;;;;8002203
Geestenseth;Schiffdf-Geestenseth;;;;;8007805
Geestgottberg;;;;;;8010121
Gehlberg;;;;;;8011603
Geigant;;;;;;8002205
Geilenkirchen;GK;;;;;8002206
Geilhausen;;;;;;8002207
Geiselhöring;;;;;;8002209
Geisenbrunn;;;;;;8002210
Geisenhausen;;;;;;8002211
Geisenheim;;;;;;8002212
Geising;;;;;;8011609
Geisingen;;;;;;8002214
Geisingen-Aulfingen;;;;;;8002200
Geisingen-Hausen;;;;;;8002204
Geisingen-Kirchen;;;;;;8002213
Geisingen-Leipferdingen;;;;;;8002215
Geislingen(Steige);;;;;;8002218
Geislingen(Steige)West;;;;;;8002217
Geitau;;;;;;8002220
Geithain;GHA;;;;;8010122
Gelbensande;;;;;;8011611
Geldern;GEL;;;;;8002222
Gelnhausen;GN;;;;;8000117
Gelsenkirchen Hbf;GE;;;;;8000118
Gelsenkirchen Zoo;;;;;;8002223
Gelsenkirchen-Buer Nord;;;;;;8002224
Gelsenkirchen-Buer Süd;;;;;;8002225
Gelsenkirchen-Hassel;;;;;;8002226
Gelsenkirchen-Rotthausen;;;;;;8002227
Geltendorf;;;;;;8000119
Gemmingen;;;;;;8002228
Gemmingen West;;;;;;8071001
Gemünden(Main);GEM;;;;;8000120
Genderkingen;;;;;;8002233
Gendorf;;;;;;8002234
Gengenbach;;;;;;8002235
Gennweiler;;;;;;8002238
Gensingen-Horrweiler;;;;;;8000121
Genthin;GNT;;;;;8010123
Georgensgmünd;;;;;;8002237
Gera Hbf;G;;;;;8010125
Gera Ost;;;;;;8011617
Gera Süd;;;;;;8010126
Gera-Langenberg;;;;;;8011619
Gera-Liebschwitz;;;;;;8011620
Gera-Liebschwitz Salzstraße;;;;;;8070837
Gera-Zwötzen;;;;;;8011623
Geraberg;;;;;;8011624
Geradstetten;Remshalden-Geradste.;;;;;8002240
Gerhausen;;;;;;8002242
Gerichshain;;;;;;8011626
Gerlachsheim;Lauda-Königsh.-Gerl;;;;;8002243
Gerlenhofen;;;;;;8002244
Germering-Unterpfaffenhofen;;;;;;8006006
Germersheim;GER;;;;;8000376
Germersheim Mitte/Rhein;;;;;;8002239
Germersheim Süd/Nolte;;;;;;8002241
Gernlinden;;;;;;8002247
Gernrode-Niederorschel;Niederorschel;;;;;8012492
Gernrode(Harz);;;;;;8010127
Gernsbach Bf;;;;;;8002248
Gernsbach Mitte;;;;;;8002250
Gernsheim;;;;;;8002249
Geroldshausen;;;;;;8002251
Gerolstein;;;;;;8000123
Gersdorf(Görlitz);;;;;;8011628
Gersfeld(Rhön);;;;;;8002254
Gerstetten;;;;;;8007075
Gersthofen;;;;;;8002256
Gerstungen;;;;;;8011629
Gertenbach;Witzenhausen-Gertenb;;;;;8002259
Gerwisch;;;;;;8011630
Geseke;;;;;;8002262
Gessertshausen;;;;;;8002263
Gettenau-Bingenheim;;;;;;8002265
Gettorf;;;;;;8002266
Gevelsberg Hbf;;;;;;8002267
Gevelsberg West;;;;;;8002268
Gevelsberg-Kipp;;;;;;8002509
Gevelsberg-Knapp;;;;;;8001943
Giengen(Brenz);;;;;;8002272
Giersleben;;;;;;8011632
Gießen;GI;;;;;8000124
Gießen Erdkauter Weg;;;;;;8001826
Gießen Licher Str;;;;;;8003674
Gießen Oswaldsgarten;;;;;;8002269
Gifhorn;GF;;;;;8000185
Gifhorn Stadt;;;;;;8002274
Gilching-Argelsried;;;;;;8002275
Gingen(Fils);;;;;;8002278
Girod;;;;;;8002280
Gittelde/Bad Grund(Harz);Bad Grund(Harz)/Gittelde;;;;;8002281
Gladbeck Ost;;;;;;8002283
Gladbeck West;;;;;;8000125
Gladbeck-Zweckel;;;;;;8002284
Glan-Münchweiler;;;;;;8002286
Glanzstoffwerke;;;;;;8002287
Glashütte(Sachs);;;;;;8011636
Glaubitz(Riesa);;;;;;8011637
Glauburg-Glauberg;Glauberg(Glauburg);;;;;8002288
Glauburg-Stockheim;Stockheim(Oberhess);;;;;8000347
Glauchau-Schönbörnchen;;;;;;8010130
Glauchau(Sachs);GC;;;;;8010129
Gleisberg-Marbach;;;;;;8011638
Glesch;;;;;;8002290
Glossen(b Oschatz);;;;;;8070199
Glöwen;;;;;;8011641
Glückauf;;;;;;8011643
Glückstadt;;;;;;8002293
Gmund(Tegernsee);;;;;;8007631
Gnadau;;;;;;8010084
Gnarrenburg;;;;;;8007114
Gnarrenburg Nord;;;;;;8070036
Gnevkow;;;;;;8011646
Göbelnrod;Grünberg-Göbelnrod;;;;;8002301
Goch;;;;;;8002296
Gochsheim(Baden);Kraichtal-Gochsheim;;;;;8007143
Godelheim;Höxter-Godelheim;;;;;8002299
Godramstein;;;;;;8002300
Göhrde;;;;;;8002304
Göhren(Rügen);;;;;;8011651
Gokels;;;;;;8002319
Goldbeck(Osterburg);;;;;;8011665
Goldberg(Württ);Sindelfingen-Goldberg;;;;;8005201
Goldenstedt(Oldb);;;;;;8002320
Goldhausen;;;;;;8002321
Goldshöfe;;;;;;8000380
Göllheim-Dreisen;Dreisen-Göllheim;;;;;8070257
Gollmitz(Niederlausitz);;;;;;8011667
Golm;Potsdam-Golm;;;;;8013481
Gölshausen;Bretten-Gölshausen;;;;;8002307
Gölshausen Industriegebiet;;;;;;8002306
Golßen(Niederlausitz);;;;;;8011668
Golzow(Eberswalde);;;;;;8011671
Golzow(Oderbruch);;;;;;8011672
Gomadingen;;;;;;8070400
Gommern;;;;;;8011673
Gondelsheim Schloßstadion;;;;;;8070011
Gondelsheim(Baden);;;;;;8002326
Göppingen;GP;;;;;8000127
Görden;Brandenburg-Görden;;;;;8011654
Gorgast;;;;;;8011674
Görlitz;GR;;;;;8010131
Görlitz-Rauschwalde;Schlauroth;;;;;8012869
Görlitz-Weinhübel;;;;;;8011656
Görlitz-Weinhübel Joh.-R.-Becher-Straße;;;;;;8070852
Görsbach;;;;;;8011657
Görschnitz;;;;;;8002312
Gosberg;;;;;;8002329
Goslar;GS;;;;;8000130
Goslar Busbf;;;;;;8089269
Goßdorf-Kohlmühle;;;;;;8011676
Goßdorf-Kohlmühle Waitzdorfer Kreuz;Goßdorf-Kohlmü. WK;;;;;8070799
Goßfelden;Lahntal-Goßfelden;;;;;8002332
Goßmannsdorf;;;;;;8002333
Gößnitz;;;;;;8010134
Gotha;GTH;Gotha Hbf;;;;8010136
Gotha Ost;;;;;;8011678
Gottenheim;;;;;;8002334
Gotteszell;;;;;;8002335
Göttingen;GÖ;Gottinga;;;;8000128
Gottmadingen;;;;;;8002337
Götz;;;;;;8011662
Graal-Müritz;Ostseeheilbad Graal-Müritz;;;;;8012583
Graal-Müritz Koppelweg;;;;;;8012584
Graben-Neudorf;;;;;;8000131
Graben-Neudorf Nord;;;;;;8002345
Graben(Lechfeld)Gewerbepark;;;;;;8002346
Grabow(Meckl);;;;;;8011681
Gräfelfing;;;;;;8002339
Grafenaschau;;;;;;8002343
Grafenau;GRA;;;;;8002344
Gräfenberg;;;;;;8002340
Gräfendorf;;;;;;8002341
Gräfenhainichen;GHC;;;;;8011683
Gräfenroda;;;;;;8010137
Gräfenstuhl-Klippmühle;;;;;;8011685
Gräfentonna;;;;;;8011687
Grafenwiesen;;;;;;8007339
Grafing Bahnhof;;;;;;8002347
Grafing Stadt;;;;;;8002348
Grafling-Arzting;;;;;;8002349
Grafrath;;;;;;8002351
Grambow;;;;;;8011689
Grambow(Gr);;;;;;8089123
Gransee;GRS;;;;;8011691
Grauschwitz Flocke;;;;;;8070660
Gräveneck;;;;;;8002342
Grävenwiesbach;;;;;;8000132
Grebenstein;;;;;;8002358
Greifswald;HGW;;;;;8010139
Greifswald Busbf;;;;;;8089306
Greifswald Süd;;;;;;8011694
Greiz;GRZ;;;;;8010140
Greiz-Dölau;;;;;;8011697
Grenzach;Grenzach-Wyhlen Grenzach;;;;;8002365
Greppin;;;;;;8011699
Greußen;;;;;;8011700
Greven;;;;;;8002369
Grevenbroich;GV;;;;;8000133
Grevesmühlen;GVM;;;;;8010141
Grieben(Meckl);;;;;;8011702
Griebo;;;;;;8011703
Griefstedt;;;;;;8084070
Griesen(Oberbay);Grainau-Griesen;;;;;8017041
Grießen(Baden);Klettgau-Grießen(Ba);;;;;8002373
Grimma ob Bf;GRM;;;;;8011705
Grimmelshofen;Stühlingen-Grimmelshofen;;;;;8070406
Grimmen;GMN;;;;;8011707
Grimmenthal;;;;;;8010142
Grobau;;;;;;8011709
Gröbenzell;;;;;;8002377
Gröbers;;;;;;8011711
Gröditz(Riesa);;;;;;8011712
Grombach;Bad Rappenau-Grombac;;;;;8002380
Gronau(Westf);;;;;;8000382
Gronau(Westf)Gr;;;;;;8080132
Gronsdorf;München-Gronsdorf;;;;;8002383
Groß Ammensleben;Ammensleben Groß;;;;;8011714
Groß Brütz;Brütz Groß;;;;;8011718
Groß Dalzig;Dalzig Groß;Zwenkau-Großdalzig;;;;8013447
Groß Düngen;Bad Salzdetfurth-Gro;;;;;8002405
Groß Gerau;Gerau Groß;;;;;8000136
GROß GERAU-;GG;;;;;8096016
Groß Gerau-Dornberg;Gerau-Dornberg Groß;;;;;8002386
Groß Gerau-Dornheim;;;;;;8001511
Groß Ippener DHE;;;;;;8070403
Groß Karben;Karben Groß;;;;;8002388
Groß Kiesow;Kiesow Groß;;;;;8011723
Groß Köris;Köris Groß;;;;;8013109
Groß Kreutz;Kreutz Groß;;;;;8011725
Groß Laasch;Laasch Groß;;;;;8011726
Groß Langerwisch;Langerwisch Groß;;;;;8011727
Groß Lüsewitz;Lüsewitz Groß;;;;;8011729
Groß Mackenstedt DHE;Stuhr-Gr Mackenstedt;;;;;8070404
Groß Pankow;Pankow Groß;;;;;8011730
Groß Quassow;Quassow Groß;;;;;8011731
Groß Rohrheim;Rohrheim Groß;;;;;8002391
Groß Schönebeck;Schönebeck Groß;;;;;8011734
Groß Schwaß;Schwaß Groß;;;;;8011735
Groß-Umstadt Klein-Umstadt;;;;;;8003315
Groß-Umstadt Mitte;Umstadt Groß;;;;;8002393
Groß-Umstadt Wiebelsbach;;;;;;8000384
Großarmschlag;;;;;;8002399
Großauheim(Kr Hanau);Hanau-Großauheim;;;;;8002400
Großbeeren;;;;;;8011740
Großbothen;;;;;;8010144
Großbüllesheim;Euskirchen-Großbüll;;;;;8002402
Großburgwedel;;;;;;8002403
Großdeuben;;;;;;8011745
Großen Buseck;;;;;;8002409
Großen Linden;Linden-Großen Linden;;;;;8002410
Großenaspe;;;;;;8007060
Großenbrode;;;;;;8002411
Großengottern;;;;;;8011746
Großengottern Ort;;;;;;8089142
Großengottern Waidstraße;;;;;;8070988
Großenhain Cottb Bf;;;;;;8011749
Großenkneten;;;;;;8002412
Großenlüder;;;;;;8002413
Großfurra;;;;;;8011750
Großgeschaidt;Heroldsbg-Großgesch.;;;;;8002416
Großharthau;;;;;;8011751
Großhelfendorf;;;;;;8002420
Großheringen;;;;;;8010145
Großhesselohe Isartalbf;Pullach-Großhesseloh;;;;;8002422
Großkarolinenfeld;;;;;;8002424
Großkorbetha;;;;;;8010146
Großkrotzenburg;;;;;;8002425
Großkugel;;;;;;8011752
Großlehna;;;;;;8011753
Großneuhausen;;;;;;8011754
Großpösna;;;;;;8011755
Großräschen;;;;;;8011756
Großröhrsdorf;;;;;;8011758
Großrudestedt;;;;;;8011759
Großschönau(Sachs);;;;;;8011761
Großschwabhausen;;;;;;8011762
Großsteinberg;;;;;;8011763
Großwalbur;Meeder-Großwalbur;;;;;8002432
